title,genre_ids,year,original_language,TMDb_Rating
Midnight Run,"[12, 35, 80]",1988,en,7.2
The Running Man,"[28, 878]",1987,en,6.4
Little Shop of Horrors,"[27, 35, 10402]",1986,en,6.6
Hanna,"[28, 53, 12]",2011,en,6.5
Mortal Kombat: Annihilation,"[28, 14, 878]",1997,en,3.8
Larry Crowne,"[35, 10749, 18]",2011,en,5.7
Carrie,"[18, 27]",2013,en,5.8
Take the Lead,[10402],2006,en,6.6
Gridiron Gang,"[28, 12, 80, 18]",2006,en,6.5
What's the Worst That Could Happen?,"[28, 35]",2001,en,5.1
9,"[28, 12, 16, 878, 53]",2009,en,6.6
Side Effects,"[53, 80, 18]",2013,en,6.4
The Prince & Me,"[35, 10749]",2004,en,5.9
Winnie the Pooh,"[16, 10751]",2011,en,6.8
Dumb and Dumberer: When Harry Met Lloyd,[35],2003,en,4.1
Bulworth,"[35, 18]",1998,en,6.3
Get on Up,"[18, 10402]",2014,en,6.4
One True Thing,"[18, 10749]",1998,en,6.2
Virtuosity,"[28, 80, 878, 53]",1995,en,5.4
My Super Ex-Girlfriend,"[14, 18, 28, 35, 80, 878]",2006,en,4.8
Deliver Us from Evil,"[53, 80, 27]",2014,en,5.9
Sanctum,"[28, 53]",2011,en,5.8
Little Black Book,"[35, 10749, 18]",2004,en,5.2
The Five-Year Engagement,[35],2012,en,5.7
Mr. 3000,"[35, 18]",2004,en,5.0
The Next Three Days,"[10749, 18, 53, 80]",2010,en,6.9
Ultraviolet,"[878, 28, 53]",2006,en,4.8
Assault on Precinct 13,[53],2005,en,6.0
The Replacement Killers,"[28, 18, 80, 53]",1998,en,6.0
Fled,"[28, 35, 53]",1996,en,5.2
Eight Legged Freaks,"[28, 35, 27, 53]",2002,en,5.4
Love & Other Drugs,"[18, 35, 10749]",2010,en,6.6
88 Minutes,"[80, 9648, 53]",2007,en,5.7
North Country,[18],2005,en,6.8
The Whole Ten Yards,"[35, 53, 80]",2004,en,5.5
Splice,"[27, 53, 878]",2009,en,5.5
Howard the Duck,"[35, 14, 878]",1986,en,5.1
Pride and Glory,"[53, 80, 18]",2008,en,6.3
The Cave,"[28, 12, 27, 53]",2005,en,5.1
Alex & Emma,"[35, 10749]",2003,en,5.0
Wicker Park,"[18, 9648, 10749, 53]",2004,en,6.7
Fright Night,"[27, 35]",2011,en,6.0
The New World,"[18, 36, 10749]",2005,en,6.4
Wing Commander,"[28, 878]",1999,en,4.0
In Dreams,"[18, 53]",1999,en,5.4
Dragonball Evolution,"[28, 12, 14, 878, 53]",2009,en,2.9
The Last Stand,"[28, 80, 53]",2013,en,5.7
Godsend,"[18, 27, 878, 53]",2004,en,4.7
Chasing Liberty,"[35, 10749]",2004,en,6.1
Hoodwinked Too! Hood VS. Evil,"[35, 16, 10751]",2011,en,4.8
An Unfinished Life,[18],2005,en,6.7
The Imaginarium of Doctor Parnassus,"[12, 14, 9648]",2009,en,6.3
Barney's Version,"[35, 18]",2010,en,7.2
Runner Runner,"[80, 53, 18]",2013,en,5.5
Antitrust,"[28, 80, 18]",2001,en,5.8
Glory,[10752],1989,en,7.4
Once Upon a Time in America,"[18, 80]",1984,en,8.2
Dead Man Down,"[53, 28, 80, 18]",2013,en,5.9
The Merchant of Venice,"[18, 10749]",2004,en,6.7
The Good Thief,"[80, 18, 53]",2003,en,6.0
Supercross,"[28, 12, 18, 10749]",2005,en,5.4
Miss Potter,"[18, 10751, 10749]",2006,en,6.3
The Promise,"[14, 18, 28, 53, 10749]",2005,zh,5.0
DOA: Dead or Alive,"[12, 28, 53]",2006,en,5.0
The Assassination of Jesse James by the Coward Robert Ford,"[28, 18, 37]",2007,en,7.0
1911,"[12, 18, 28, 36, 10752]",2011,zh,5.0
Little Nicholas,[35],2009,fr,5.9
Wild Card,"[53, 80, 18]",2015,en,5.4
Machine Gun Preacher,"[28, 53, 80]",2011,en,6.4
Animals United,"[16, 10751, 35]",2010,de,5.5
Goodbye Bafana,"[36, 18]",2007,en,7.0
United Passions,[18],2014,en,3.0
Grace of Monaco,"[10749, 18]",2014,en,5.8
Savva. Heart of the Warrior,"[14, 12, 16]",2015,ru,6.4
Ripley's Game,"[80, 53]",2002,en,6.6
Sausage Party,"[12, 16, 35, 14]",2016,en,5.6
Pitch Perfect 2,"[35, 10402]",2015,en,6.8
Walk the Line,"[18, 10402, 10749]",2005,en,7.3
Keeping the Faith,[35],2000,en,5.9
The Borrowers,"[12, 14, 28, 35, 10751]",1997,en,5.8
Frost/Nixon,"[18, 36]",2008,en,7.2
Confessions of a Dangerous Mind,"[35, 80, 18, 10749, 53]",2002,en,6.6
Serving Sara,"[35, 10749]",2002,en,5.0
The Boss,[35],2016,en,5.5
Cry Freedom,[18],1987,en,6.9
Mumford,"[35, 18, 10749]",1999,en,6.3
Seed of Chucky,"[18, 27, 35]",2004,en,4.9
The Jacket,"[18, 9648, 53, 14]",2005,en,6.8
Aladdin,"[16, 10751, 35, 12, 14, 10749]",1992,en,7.4
Straight Outta Compton,"[18, 10402]",2015,en,7.7
Indiana Jones and the Temple of Doom,"[12, 28]",1984,en,7.1
The Rugrats Movie,"[16, 10751]",1998,en,5.7
Along Came a Spider,"[80, 9648, 53, 28]",2001,en,6.1
Florence Foster Jenkins,"[35, 18]",2016,en,6.6
Once Upon a Time in Mexico,[28],2003,en,6.2
Die Hard,"[28, 53]",1988,en,7.5
Role Models,[35],2008,en,6.4
The Big Short,"[35, 18]",2015,en,7.3
Taking Woodstock,"[10402, 35, 18]",2009,en,6.2
Miracle,"[18, 36]",2004,en,7.0
Dawn of the Dead,"[14, 27, 28]",2004,en,6.8
The Wedding Planner,[35],2001,en,5.5
Space Pirate Captain Harlock,"[16, 878]",2013,ja,6.5
The Royal Tenenbaums,"[35, 18]",2001,en,7.4
Identity,"[9648, 53]",2003,en,7.1
Last Vegas,[35],2013,en,6.4
For Your Eyes Only,"[12, 28, 53]",1981,en,6.3
Serendipity,"[35, 10749]",2001,en,6.6
Timecop,"[53, 878, 28, 80]",1994,en,5.5
Zoolander,[35],2001,en,6.1
Safe Haven,[10749],2013,en,6.9
Hocus Pocus,"[35, 10751, 14]",1993,en,6.4
No Reservations,[35],2007,en,6.1
Kick-Ass,"[28, 80]",2010,en,7.1
30 Minutes or Less,"[28, 12, 35]",2011,en,5.6
Dracula 2000,"[53, 27]",2000,en,4.6
"Alexander and the Terrible, Horrible, No Good, Very Bad Day","[10751, 35]",2014,en,6.1
Pride & Prejudice,"[18, 10749]",2005,en,7.7
Blade Runner,"[878, 18, 53]",1982,en,7.9
Rob Roy,[12],1995,en,6.5
3 Days to Kill,"[28, 18, 53, 80]",2014,en,6.0
We Own the Night,"[18, 80, 53]",2007,en,6.5
Lost Souls,"[27, 53]",2000,en,4.5
Winged Migration,[99],2001,fr,7.0
Just My Luck,"[35, 18, 10751, 14, 10749]",2006,en,5.8
"Mystery, Alaska","[18, 35]",1999,en,6.0
The Spy Next Door,"[28, 35, 10751]",2010,en,5.5
A Simple Wish,"[12, 35, 10751, 14]",1997,en,5.5
Ghosts of Mars,"[28, 27, 878]",2001,en,4.8
Our Brand Is Crisis,"[35, 18]",2015,en,5.8
Pride and Prejudice and Zombies,"[10749, 27, 35, 53]",2016,en,5.5
Kundun,[18],1997,en,6.8
How to Lose Friends & Alienate People,"[35, 10749, 18]",2008,en,6.2
Kick-Ass 2,"[28, 12, 80]",2013,en,6.3
Alatriste,[28],2006,es,5.6
Brick Mansions,"[28, 80, 18]",2014,en,5.7
Octopussy,"[12, 28, 53]",1983,en,6.2
Knocked Up,"[35, 10749, 18]",2007,en,6.2
My Sister's Keeper,[18],2009,en,7.1
Welcome Home Roscoe Jenkins,"[35, 18]",2008,en,5.7
A Passage to India,"[18, 12, 36]",1984,en,6.9
Notes on a Scandal,"[18, 10749]",2006,en,6.9
Rendition,"[18, 53]",2007,en,6.2
Star Trek VI: The Undiscovered Country,"[878, 28, 12, 53]",1991,en,6.7
Divine Secrets of the Ya-Ya Sisterhood,"[35, 18, 10749]",2002,en,5.6
Kiss the Girls,"[18, 9648, 53, 80]",1997,en,6.2
The Blues Brothers,"[10402, 35, 28, 80]",1980,en,7.5
The Sisterhood of the Traveling Pants 2,"[12, 35, 18, 10751]",2008,en,6.0
Joyful Noise,"[35, 10402]",2012,en,6.7
About a Boy,"[18, 35, 10749]",2002,en,6.6
Lake Placid,"[27, 35, 28, 878, 53]",1999,en,5.5
Lucky Number Slevin,"[18, 53, 80, 9648]",2006,en,7.4
The Right Stuff,"[18, 36]",1983,en,7.3
Anonymous,"[18, 36, 53]",2011,en,6.3
The NeverEnding Story,"[18, 10751, 14, 12]",1984,en,7.0
Dark City,"[9648, 878]",1998,en,7.2
The Duchess,"[18, 36, 10749]",2008,en,6.7
Return to Oz,"[12, 10751, 14]",1985,en,6.7
The Newton Boys,"[80, 28, 18]",1998,en,5.9
Case 39,"[27, 9648, 53]",2009,en,6.1
Suspect Zero,"[80, 53]",2004,en,5.5
Martian Child,[18],2007,en,6.8
Spy Kids: All the Time in the World,"[10751, 35, 28]",2011,en,4.4
Money Monster,[53],2016,en,6.5
The 51st State,"[53, 28, 35, 80]",2001,en,5.9
Flawless,"[35, 18]",1999,en,5.9
Mindhunters,"[9648, 53, 80]",2004,en,6.3
What Just Happened,"[35, 18]",2008,en,5.2
The Statement,"[18, 53]",2003,en,5.9
The Magic Flute,"[35, 18, 10402]",2006,en,6.9
Paul Blart: Mall Cop,"[28, 12, 35, 10751]",2009,en,5.2
Freaky Friday,[35],2003,en,6.0
The 40 Year Old Virgin,"[35, 10749]",2005,en,6.2
Shakespeare in Love,"[10749, 36]",1998,en,6.8
A Walk Among the Tombstones,"[80, 18, 9648, 53]",2014,en,6.2
Kindergarten Cop,[35],1990,en,5.8
Pineapple Express,"[28, 35]",2008,en,6.6
Ever After: A Cinderella Story,"[18, 10749, 35]",1998,en,6.8
Open Range,[37],2003,en,7.0
Flatliners,"[18, 27, 878, 53]",1990,en,6.3
A Bridge Too Far,"[18, 36, 10752]",1977,en,6.9
Red Eye,"[27, 53]",2005,en,6.2
Final Destination 2,"[27, 9648]",2003,en,5.9
"O Brother, Where Art Thou?","[28, 12, 35]",2000,en,7.3
Legion,[27],2010,en,5.2
Pain & Gain,"[53, 80, 28]",2013,en,6.1
In Good Company,"[35, 18, 10749]",2004,en,5.9
Clockstoppers,"[12, 10751, 878, 53]",2002,en,4.9
Silverado,"[28, 80, 18, 37]",1985,en,7.1
Brothers,"[18, 53, 10752]",2009,en,6.8
Agent Cody Banks 2: Destination London,[35],2004,en,5.2
New Year's Eve,"[35, 10749]",2011,en,5.7
Original Sin,"[18, 53, 9648, 10749]",2001,en,5.8
The Raven,"[80, 53, 9648]",2012,en,6.1
Welcome to Mooseport,[35],2004,en,4.8
Highlander: The Final Dimension,"[28, 14, 878]",1994,en,4.5
Blood and Wine,"[80, 18, 53]",1996,en,5.5
Snow White: A Tale of Terror,"[14, 27]",1997,en,6.0
The Curse of the Jade Scorpion,"[35, 80, 9648, 10749, 53]",2001,en,6.5
Accidental Love,"[10749, 35]",2015,en,3.9
Flipper,"[12, 10751]",1996,en,5.3
Self/less,"[878, 9648, 53]",2015,en,6.3
The Constant Gardener,"[18, 9648, 53]",2005,en,6.8
The Passion of the Christ,[18],2004,en,6.9
Mrs. Doubtfire,"[35, 18, 10751]",1993,en,7.0
Rain Man,[18],1988,en,7.6
Gran Torino,[18],2008,en,7.8
W.,"[18, 36]",2008,en,6.1
Taken,"[28, 53]",2008,en,7.2
The Best of Me,"[18, 10749]",2014,en,7.2
The Bodyguard,"[53, 28, 18, 10402, 10749]",1992,en,6.1
Schindler's List,"[18, 36, 10752]",1993,en,8.3
The Help,[18],2011,en,7.8
The Fifth Estate,"[18, 53]",2013,en,5.7
Scooby-Doo 2: Monsters Unleashed,"[9648, 14, 12, 35]",2004,en,5.4
Forbidden Kingdom,"[53, 12, 9648, 14]",2014,ru,4.9
Freddy vs. Jason,[27],2003,en,5.8
The Face of an Angel,"[53, 18]",2014,en,4.7
Jimmy Neutron: Boy Genius,"[28, 12, 16, 35, 10751, 14, 878]",2001,en,5.6
Cloverfield,"[28, 53, 878]",2008,en,6.4
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,"[878, 12, 28, 35, 10751]",1991,en,5.8
The Untouchables,"[80, 18, 36, 53]",1987,en,7.6
No Country for Old Men,"[80, 18, 53]",2007,en,7.7
Ride Along,"[28, 35]",2014,en,6.1
Bridget Jones's Diary,"[35, 10749, 18]",2001,en,6.5
Chocolat,"[35, 18, 10749]",2000,en,6.8
"Legally Blonde 2: Red, White & Blonde",[35],2003,en,5.1
Parental Guidance,[35],2012,en,5.7
No Strings Attached,"[35, 10749]",2011,en,6.1
Tombstone,"[28, 12, 18, 36, 37]",1993,en,7.4
Romeo Must Die,"[28, 80, 53]",2000,en,6.0
The Omen,"[27, 53]",1976,en,7.2
Final Destination 3,"[27, 9648]",2006,en,5.8
The Lucky One,"[18, 10749]",2012,en,6.8
Bridge to Terabithia,"[12, 18, 10751]",2007,en,7.0
Finding Neverland,[18],2004,en,7.2
A Madea Christmas,"[35, 18]",2013,en,7.0
The Grey,"[28, 18, 53]",2012,en,6.4
Hide and Seek,"[27, 9648, 53]",2005,en,6.1
Anchorman: The Legend of Ron Burgundy,[35],2004,en,6.7
GoodFellas,"[18, 80]",1990,en,8.2
Agent Cody Banks,[28],2003,en,5.0
Nanny McPhee,"[14, 35, 10751]",2005,en,6.4
Scarface,"[28, 80, 18, 53]",1983,en,8.0
Nothing to Lose,"[28, 12, 35]",1997,en,6.3
The Last Emperor,"[18, 36]",1987,en,7.4
Contraband,"[53, 28, 18, 80]",2012,en,6.1
Money Talks,"[28, 12, 35]",1997,en,5.9
There Will Be Blood,[18],2007,en,7.9
The Wild Thornberrys Movie,"[16, 12, 10751]",2002,en,5.8
Rugrats Go Wild,"[16, 10751]",2003,en,5.6
Undercover Brother,"[28, 35]",2002,en,5.5
The Sisterhood of the Traveling Pants,"[18, 35]",2005,en,6.3
Kiss of the Dragon,"[28, 80, 53]",2001,en,6.4
The House Bunny,"[10749, 35]",2008,en,5.6
Beauty Shop,"[35, 10749]",2005,en,5.4
Million Dollar Arm,[18],2014,en,6.6
The Giver,"[18, 878]",2014,en,6.4
What a Girl Wants,[35],2003,en,5.8
Jeepers Creepers 2,"[27, 53]",2003,en,5.5
Good Luck Chuck,"[35, 18, 10749]",2007,en,5.5
Cradle 2 the Grave,"[28, 80, 18]",2003,en,5.8
The Hours,[18],2002,en,7.0
She's the Man,"[35, 18, 10751, 10749]",2006,en,6.4
Mr. Bean's Holiday,"[10751, 35]",2007,en,6.1
Anacondas: The Hunt for the Blood Orchid,"[12, 28, 27, 878, 53]",2004,en,4.9
Blood Ties,"[53, 80, 18]",2013,en,6.0
August Rush,[18],2007,en,7.1
Elizabeth,"[18, 36]",1998,en,7.1
Bride of Chucky,"[27, 35]",1998,en,5.5
Tora! Tora! Tora!,"[36, 28, 18, 12, 10752]",1970,en,6.9
Spice World,"[12, 14, 18, 35, 10402]",1997,en,4.7
The Sitter,[35],2011,en,5.4
Dance Flick,"[28, 35, 10402]",2009,en,4.7
The Shawshank Redemption,"[18, 80]",1994,en,8.5
Crocodile Dundee in Los Angeles,"[12, 35]",2001,en,4.7
Kingpin,[35],1996,en,6.7
The Gambler,"[53, 80, 18]",2014,en,5.7
August: Osage County,"[35, 18]",2013,en,6.9
Ice Princess,"[18, 35, 10751]",2005,en,5.9
A Lot Like Love,[35],2005,en,6.5
Eddie the Eagle,"[35, 18, 36]",2016,en,7.2
He Got Game,[18],1998,en,6.7
Don Juan DeMarco,"[10749, 18, 35]",1994,en,6.2
Dear John,"[18, 10749, 10752]",2010,en,6.6
The Losers,"[28, 12, 80, 9648, 53]",2010,en,6.2
Don't Be Afraid of the Dark,"[14, 27, 53]",2010,en,5.4
War,"[28, 53, 80]",2007,en,6.0
Punch-Drunk Love,"[35, 18, 10749]",2002,en,6.9
EuroTrip,[35],2004,en,6.5
Half Past Dead,"[80, 28, 53]",2002,en,4.6
Unaccompanied Minors,"[35, 10751]",2006,en,5.4
"Bright Lights, Big City",[18],1988,en,4.7
The Adventures of Pinocchio,"[16, 10751, 14]",1996,en,5.0
The Greatest Game Ever Played,"[18, 10751]",2005,en,6.9
The Box,"[53, 878]",2009,en,5.4
The Ruins,"[18, 27]",2008,en,5.6
The Next Best Thing,[35],2000,en,4.3
My Soul to Take,"[18, 27, 9648, 53]",2010,en,5.2
The Girl Next Door,[35],2004,en,6.3
Maximum Risk,"[28, 12, 53]",1996,en,5.2
Stealing Harvard,"[28, 35, 18]",2002,en,4.4
Legend,"[80, 53]",2015,en,6.7
Hot Rod,"[28, 35]",2007,en,6.3
Shark Night,"[27, 53]",2011,en,4.9
Angela's Ashes,[18],1999,en,7.0
Draft Day,[18],2014,en,6.5
Lifeforce,"[14, 27, 878, 53]",1985,en,6.2
The Conspirator,"[80, 18, 36]",2010,en,6.2
Lords of Dogtown,[18],2005,en,7.0
The 33,"[18, 36]",2015,en,6.0
Big Trouble in Little China,"[28, 12, 35, 14]",1986,en,7.1
Fly Me to the Moon,"[35, 10749]",2012,fr,5.6
Warrior,"[28, 18]",2011,en,7.7
Michael Collins,"[18, 53]",1996,en,6.7
Gettysburg,"[10752, 18, 36]",1993,en,6.6
Stop-Loss,"[18, 10752]",2008,en,6.1
Abandon,"[18, 9648, 53]",2002,en,4.6
Brokedown Palace,"[18, 53]",1999,en,6.2
The Possession,"[27, 53]",2012,en,5.8
Mrs. Winterbourne,"[35, 10749, 18]",1996,en,5.3
Straw Dogs,"[18, 53]",2011,en,5.5
The Hoax,"[35, 18]",2006,en,6.4
Stone Cold,"[28, 80, 53]",1991,en,5.7
The Road,"[12, 18]",2009,en,6.8
Sheena,"[28, 12, 35, 14, 878]",1984,en,5.0
Underclassman,"[28, 35]",2005,en,5.5
Say It Isn't So,"[35, 10749]",2001,en,4.8
The World's Fastest Indian,[18],2005,en,7.3
Tank Girl,"[28, 35, 14, 878]",1995,en,5.5
King's Ransom,"[35, 80]",2005,en,5.1
Blindness,"[18, 9648, 878, 53]",2008,en,6.4
BloodRayne,"[28, 12, 14, 27]",2005,en,3.5
Carnage,"[35, 18]",2011,en,7.0
Where the Truth Lies,"[18, 9648, 53]",2005,en,5.9
Cirque du Soleil: Worlds Away,"[14, 10751]",2012,en,6.1
Without Limits,[18],1998,en,6.2
Me and Orson Welles,"[35, 18, 10749]",2009,en,6.6
The Best Offer,"[18, 10749, 80, 9648]",2013,en,7.7
The Bad Lieutenant: Port of Call - New Orleans,"[18, 80]",2009,en,6.0
A Turtle's Tale: Sammy's Adventures,"[16, 10751]",2010,en,5.6
Little White Lies,"[35, 18]",2010,fr,7.1
Love Ranch,[18],2010,en,6.0
The True Story of Puss 'n Boots,"[10751, 12, 16]",2009,fr,3.8
Space Dogs,"[10751, 16]",2010,ru,6.3
The Counselor,"[53, 80, 18]",2013,en,5.0
Ironclad,"[10749, 12, 28, 36]",2011,en,6.2
Waterloo,"[36, 28, 18]",1970,en,7.0
Kung Fu Jungle,"[80, 28, 53]",2014,cn,6.5
Red Sky,"[28, 53]",2014,en,4.1
Dangerous Liaisons,"[18, 10749]",1988,en,7.0
On the Road,"[12, 18]",2012,en,5.5
Star Trek IV: The Voyage Home,"[878, 12]",1986,en,6.9
Rocky Balboa,[18],2006,en,6.5
Scream 2,"[27, 9648]",1997,en,6.1
Jane Got a Gun,"[28, 18, 37]",2016,en,5.4
Think Like a Man Too,"[35, 10749]",2014,en,6.4
The Whole Nine Yards,"[35, 80]",2000,en,6.2
Footloose,"[18, 10751, 10402, 10749]",1984,en,6.4
Old School,[35],2003,en,6.6
The Fisher King,"[35, 18]",1991,en,7.2
I Still Know What You Did Last Summer,"[27, 9648, 53]",1998,en,5.1
Return to Me,"[10749, 35, 18]",2000,en,6.1
Zack and Miri Make a Porno,[35],2008,en,6.1
Nurse Betty,"[35, 80, 53]",2000,en,5.9
The Men Who Stare at Goats,"[35, 10752]",2009,en,5.9
Double Take,"[12, 18, 28, 35, 10749]",2001,en,5.5
"Girl, Interrupted",[18],1999,en,7.6
Win a Date with Tad Hamilton!,"[35, 10749]",2004,en,5.5
Muppets from Space,"[14, 35, 878, 10751]",1999,en,5.8
The Wiz,"[12, 10751, 14, 10402]",1978,en,5.9
Ready to Rumble,"[28, 35, 18]",2000,en,4.7
Play It to the Bone,"[35, 18]",1999,en,5.7
I Don't Know How She Does It,"[10749, 35]",2011,en,5.0
Piranha 3D,"[35, 27]",2010,en,5.3
Beyond the Sea,"[18, 10402]",2004,en,6.5
Meet the Deedles,"[16, 35, 10751]",1998,en,4.1
The Thief and the Cobbler,"[12, 14, 16, 878, 10751]",1993,en,6.8
The Bridge of San Luis Rey,"[10749, 18]",2004,en,5.4
Faster,"[80, 18, 28, 53]",2010,en,6.1
Howl's Moving Castle,"[14, 16, 12]",2004,ja,8.2
Zombieland,"[35, 27]",2009,en,7.2
The Waterboy,[35],1998,en,5.9
The Empire Strikes Back,"[12, 28, 878]",1980,en,8.2
Bad Boys,"[28, 35, 80, 53]",1995,en,6.5
The Naked Gun 2½: The Smell of Fear,"[35, 80]",1991,en,6.6
Final Destination,[27],2000,en,6.4
The Ides of March,[18],2011,en,6.5
Pitch Black,"[53, 878, 28]",2000,en,6.7
Someone Like You...,"[35, 10749]",2001,en,6.0
Her,"[10749, 878, 18]",2013,en,7.9
Joy Ride,"[9648, 53, 18]",2001,en,6.3
The Adventurer: The Curse of the Midas Box,"[14, 12, 10751]",2013,en,5.1
Anywhere But Here,"[18, 35, 10749]",1999,en,5.9
The Crew,"[28, 35]",2000,en,6.4
Haywire,"[28, 53]",2011,en,5.6
Jaws: The Revenge,"[12, 53]",1987,en,3.5
Marvin's Room,[18],1996,en,6.6
The Longshots,"[18, 10751]",2008,en,6.5
The End of the Affair,[18],1999,en,6.6
Harley Davidson and the Marlboro Man,"[28, 53]",1991,en,6.1
In the Valley of Elah,"[36, 18, 53, 80, 9648]",2007,en,6.6
Coco Before Chanel,"[18, 36]",2009,fr,6.6
Forsaken,"[37, 18]",2015,en,5.8
Cheri,"[18, 35, 10749]",2009,en,5.9
Vanity Fair,"[18, 10749]",2004,en,5.5
Bodyguards and Assassins,"[18, 28, 36]",2009,cn,6.5
1408,"[27, 53]",2007,en,6.5
Spaceballs,"[35, 878]",1987,en,6.7
The Water Diviner,"[10752, 18]",2014,en,6.8
Ghost,"[14, 18, 53, 9648, 10749]",1990,en,6.9
There's Something About Mary,"[10749, 35]",1998,en,6.5
The Santa Clause,"[14, 18, 35, 10751]",1994,en,6.3
The Rookie,"[18, 10751]",2002,en,6.5
The Game Plan,"[35, 10751]",2007,en,6.0
The Bridges of Madison County,"[18, 10749]",1995,en,7.3
The Animal,"[28, 35]",2001,en,4.6
Gandhi,"[18, 36]",1982,en,7.4
The Hundred-Foot Journey,[18],2014,en,7.3
The Net,"[80, 18, 9648, 53, 28]",1995,en,5.6
I Am Sam,[18],2001,en,7.2
Son of God,[18],2014,en,5.9
Underworld,"[14, 28, 53]",2003,en,6.6
Derailed,"[18, 53]",2005,en,6.1
The Informant!,"[18, 35, 80]",2009,en,6.0
Shadowlands,"[18, 10749]",1993,en,6.8
Deuce Bigalow: European Gigolo,[35],2005,en,4.7
Delivery Man,[35],2013,en,6.2
Our Kind of Traitor,[53],2016,en,6.0
Saving Silverman,"[35, 80, 10749]",2001,en,5.4
Diary of a Wimpy Kid: Dog Days,"[35, 10751]",2012,en,6.0
Summer of Sam,"[53, 18, 80, 10749]",1999,en,6.3
Jay and Silent Bob Strike Back,[35],2001,en,6.4
The Glass House,"[18, 53]",2001,en,5.4
"Hail, Caesar!","[35, 18, 9648]",2016,en,5.7
Josie and the Pussycats,"[35, 10402]",2001,en,5.3
Homefront,"[28, 53]",2013,en,6.4
The Little Vampire,"[10751, 27]",2000,en,6.1
I Heart Huckabees,"[35, 10749]",2004,en,6.2
RoboCop 3,"[28, 12, 80, 878, 53]",1993,en,4.2
Megiddo: The Omega Code 2,"[28, 878, 53]",2001,en,3.6
Darling Lili,"[18, 35, 53, 10402, 10749]",1970,en,4.9
Dudley Do-Right,"[35, 10751, 10749]",1999,en,3.8
The Transporter Refueled,"[53, 28, 80]",2015,en,5.2
The Libertine,"[18, 10749]",2004,en,5.9
Black Book,"[18, 53, 10752]",2006,nl,7.2
Joyeux Noël,"[10749, 18, 36, 10752, 10402]",2005,fr,7.2
Hit & Run,"[28, 35, 10749]",2012,en,5.5
Mad Money,"[28, 35, 80]",2008,en,5.9
Before I Go to Sleep,"[9648, 53]",2014,en,6.2
Sorcerer,"[28, 53, 12]",1977,en,7.4
Stone,[18],2010,en,5.2
Moliere,"[10749, 18, 35]",2007,fr,6.7
Out of the Furnace,"[53, 18, 80]",2013,en,6.5
Michael Clayton,"[18, 9648, 80]",2007,en,6.5
My Fellow Americans,"[35, 18]",1996,en,6.3
Arlington Road,"[18, 53, 9648]",1999,en,7.0
Underdogs,"[16, 12, 10749]",2013,es,6.0
To Rome with Love,"[10749, 35]",2012,en,5.6
Firefox,"[878, 28, 12, 53]",1982,en,5.5
"South Park: Bigger, Longer & Uncut","[16, 35, 10402]",1999,en,7.1
Death at a Funeral,"[35, 18]",2007,en,6.9
Teenage Mutant Ninja Turtles III,"[28, 12, 35, 10751, 14, 878]",1993,en,5.1
Hardball,"[35, 10749]",2001,en,6.3
Silver Linings Playbook,"[18, 35, 10749]",2012,en,6.9
Freedom Writers,"[80, 18]",2007,en,7.5
For Colored Girls,[18],2010,en,7.0
The Transporter,"[28, 80, 53]",2002,en,6.6
Never Back Down,"[18, 28]",2008,en,6.4
The Rage: Carrie 2,"[27, 53, 878]",1999,en,5.1
Away We Go,"[18, 35, 10749]",2009,en,6.7
Swing Vote,"[18, 35]",2008,en,5.8
Moonlight Mile,"[10749, 18]",2002,en,6.5
Tinker Tailor Soldier Spy,"[18, 53, 9648]",2011,en,6.6
Molly,"[18, 35, 10749]",1999,en,5.5
The Beaver,[18],2011,en,6.3
The Best Little Whorehouse in Texas,[35],1982,en,5.9
eXistenZ,"[28, 53, 878, 27]",1999,en,6.7
Raiders of the Lost Ark,"[12, 28]",1981,en,7.7
Home Alone 2: Lost in New York,"[35, 10751, 12, 80]",1992,en,6.3
Close Encounters of the Third Kind,"[878, 18]",1977,en,7.2
Pulse,"[27, 53]",2006,en,5.0
Beverly Hills Cop II,"[28, 35, 80]",1987,en,6.1
Bringing Down the House,[35],2003,en,5.4
The Silence of the Lambs,"[80, 18, 53]",1991,en,8.1
Wayne's World,"[10402, 35]",1992,en,6.5
Jackass 3D,"[35, 99, 28]",2010,en,6.4
Jaws 2,"[27, 53]",1978,en,5.9
Beverly Hills Chihuahua,"[12, 35, 10751]",2008,en,4.9
The Conjuring,"[27, 53]",2013,en,7.4
Are We There Yet?,"[12, 35, 10751, 10749]",2005,en,5.2
Tammy,[35],2014,en,5.0
School of Rock,"[35, 10402]",2003,en,6.7
Mortal Kombat,"[28, 14]",1995,en,5.4
White Chicks,[35],2004,en,6.3
The Descendants,"[35, 18]",2011,en,6.7
Holes,"[12, 10751, 18, 35]",2003,en,6.7
The Last Song,"[18, 10751, 10749]",2010,en,6.9
12 Years a Slave,"[18, 36]",2013,en,7.9
Drumline,"[18, 10749, 35, 10402]",2002,en,6.2
Why Did I Get Married Too?,"[35, 10749]",2010,en,6.1
Edward Scissorhands,"[14, 18, 10749]",1990,en,7.5
Me Before You,"[18, 10749]",2016,en,7.6
Madea's Witness Protection,"[18, 35, 80]",2012,en,5.9
The French Connection,"[28, 80, 53]",1971,en,7.4
Bad Moms,[35],2016,en,6.3
Date Movie,[35],2006,en,3.6
